S1A1;S2A1;S1D1;S2D1
-52 dBm;-74 dBm;-56 dBm;-48 dBm
-51 dBm;-51 dBm;-51 dBm;-50 dBm
-53 dBm;-73 dBm;-51 dBm;-49 dBm
-57 dBm;-52 dBm;-54 dBm;-50 dBm
-58 dBm;-51 dBm;-51 dBm;-74 dBm
-52 dBm;-51 dBm;-51 dBm;-50 dBm
-74 dBm;-52 dBm;-52 dBm;-78 dBm
-52 dBm;-50 dBm;-52 dBm;-49 dBm
-74 dBm;-73 dBm;-51 dBm;-75 dBm
-51 dBm;-51 dBm;-51 dBm;-56 dBm
-58 dBm;-52 dBm;-78 dBm;-78 dBm
-52 dBm;-51 dBm;-51 dBm;-52 dBm
-53 dBm;-74 dBm;-55 dBm;-72 dBm
-53 dBm;-51 dBm;-51 dBm;-47 dBm
-57 dBm;-52 dBm;-51 dBm;-56 dBm
-49 dBm;-52 dBm;-52 dBm;-55 dBm
-51 dBm;-51 dBm;-57 dBm;-78 dBm
-50 dBm;-53 dBm;-51 dBm;-52 dBm
-49 dBm;-75 dBm;-78 dBm;-51 dBm
-54 dBm;-52 dBm;-51 dBm;-53 dBm
-57 dBm;-52 dBm;-57 dBm;-50 dBm
-75 dBm;-52 dBm;-52 dBm;-51 dBm
-51 dBm;-52 dBm;-51 dBm;-52 dBm
-58 dBm;-52 dBm;-57 dBm;-52 dBm
-52 dBm;-54 dBm;-51 dBm;-78 dBm
-74 dBm;-56 dBm;-78 dBm;-78 dBm
-52 dBm;-72 dBm;-51 dBm;-51 dBm
-53 dBm;-51 dBm;-56 dBm;-51 dBm
-57 dBm;-48 dBm;-52 dBm;-51 dBm
-48 dBm;-51 dBm;-78 dBm;-52 dBm
-49 dBm;-48 dBm;-50 dBm;-51 dBm
-51 dBm;-47 dBm;-51 dBm;-52 dBm
-49 dBm;-49 dBm;-51 dBm;-73 dBm
-46 dBm;-47 dBm;-51 dBm;-51 dBm
-49 dBm;-50 dBm;-51 dBm;-50 dBm
-51 dBm;-51 dBm;-78 dBm;-51 dBm
-57 dBm;-49 dBm;-50 dBm;-50 dBm
-75 dBm;-48 dBm;-56 dBm;-53 dBm
-51 dBm;-49 dBm;-52 dBm;-50 dBm
-57 dBm;-51 dBm;-51 dBm;-48 dBm
-52 dBm;-53 dBm;-51 dBm;-50 dBm
-75 dBm;-49 dBm;-51 dBm;-50 dBm
-51 dBm;-50 dBm;-52 dBm;-50 dBm
-58 dBm;-74 dBm;-51 dBm;-51 dBm
-52 dBm;-50 dBm;-77 dBm;-49 dBm
-76 dBm;-52 dBm;-51 dBm;-73 dBm
-51 dBm;-50 dBm;-55 dBm;-50 dBm
-57 dBm;-73 dBm;-51 dBm;-52 dBm
-51 dBm;-51 dBm;-52 dBm;-49 dBm
-77 dBm;-51 dBm;-78 dBm;-52 dBm
-51 dBm;-52 dBm;-51 dBm;-51 dBm
-57 dBm;-51 dBm;-51 dBm;-52 dBm
-50 dBm;-53 dBm;-55 dBm;-79 dBm
-77 dBm;-47 dBm;-79 dBm;-52 dBm
-77 dBm;-72 dBm;-51 dBm;-72 dBm
-51 dBm;-51 dBm;-57 dBm;-73 dBm
-57 dBm;-73 dBm;-52 dBm;-51 dBm
-51 dBm;-52 dBm;-79 dBm;-77 dBm
-76 dBm;-52 dBm;-51 dBm;-50 dBm
-52 dBm;-54 dBm;-56 dBm;-79 dBm
-58 dBm;-48 dBm;-52 dBm;-52 dBm
-50 dBm;-49 dBm;-79 dBm;-49 dBm
-50 dBm;-49 dBm;-51 dBm;-50 dBm
-52 dBm;-50 dBm;-56 dBm;-48 dBm
-50 dBm;-51 dBm;-52 dBm;-48 dBm
-51 dBm;-50 dBm;-77 dBm;-48 dBm
-76 dBm;-50 dBm;-52 dBm;-51 dBm
-51 dBm;-48 dBm;-53 dBm;-52 dBm
-56 dBm;-50 dBm;-55 dBm;-52 dBm
-52 dBm;-51 dBm;-53 dBm;-51 dBm
-76 dBm;-50 dBm;-53 dBm;-51 dBm
-52 dBm;-50 dBm;-54 dBm;-51 dBm
-51 dBm;-49 dBm;-55 dBm;-51 dBm
-55 dBm;-51 dBm;-53 dBm;-53 dBm
-51 dBm;-50 dBm;-53 dBm;-51 dBm
-51 dBm;-51 dBm;-55 dBm;-50 dBm
-51 dBm;-49 dBm;-51 dBm;-51 dBm
-50 dBm;-51 dBm;-54 dBm;-49 dBm
-76 dBm;-51 dBm;-54 dBm;-46 dBm
-51 dBm;-51 dBm;-53 dBm;-52 dBm
-55 dBm;-52 dBm;-55 dBm;-52 dBm
-52 dBm;-74 dBm;-53 dBm;-53 dBm
-51 dBm;-73 dBm;-54 dBm;-50 dBm
-51 dBm;-52 dBm;-57 dBm;-51 dBm
-51 dBm;-52 dBm;-56 dBm;-52 dBm
-51 dBm;-53 dBm;-49 dBm;-51 dBm
-76 dBm;-74 dBm;-54 dBm;-51 dBm
-51 dBm;-50 dBm;-52 dBm;-51 dBm
-55 dBm;-50 dBm;-56 dBm;-52 dBm
-51 dBm;-49 dBm;-54 dBm;-52 dBm
-76 dBm;-47 dBm;-53 dBm;-47 dBm
-52 dBm;-50 dBm;-54 dBm;-48 dBm
-51 dBm;-49 dBm;-55 dBm;-46 dBm
-55 dBm;-51 dBm;-54 dBm;-47 dBm
-52 dBm;-52 dBm;-51 dBm;-50 dBm
-76 dBm;-50 dBm;-53 dBm;-53 dBm
-51 dBm;-51 dBm;-54 dBm;-79 dBm
-54 dBm;-50 dBm;-53 dBm;-51 dBm
-51 dBm;-47 dBm;-52 dBm;-47 dBm
-51 dBm;-51 dBm;-55 dBm;-78 dBm
-51 dBm;-74 dBm;-55 dBm;-79 dBm
-74 dBm;-51 dBm;-56 dBm;-51 dBm
-51 dBm;-72 dBm;-56 dBm;-52 dBm
-51 dBm;-52 dBm;-54 dBm;-76 dBm
-51 dBm;-51 dBm;-54 dBm;-52 dBm
-52 dBm;-48 dBm;-54 dBm;-78 dBm
-56 dBm;-47 dBm;-58 dBm;-51 dBm
-51 dBm;-50 dBm;-56 dBm;-51 dBm
-76 dBm;-48 dBm;-53 dBm;-78 dBm
-51 dBm;-48 dBm;-52 dBm;-51 dBm
-55 dBm;-52 dBm;-53 dBm;-72 dBm
-51 dBm;-48 dBm;-57 dBm;-51 dBm
-76 dBm;-49 dBm;-54 dBm;-78 dBm
-51 dBm;-48 dBm;-52 dBm;-51 dBm
-54 dBm;-51 dBm;-58 dBm;-75 dBm
-51 dBm;-49 dBm;-50 dBm;-51 dBm
-76 dBm;-50 dBm;-57 dBm;-79 dBm
-51 dBm;-75 dBm;-55 dBm;-52 dBm
-55 dBm;-50 dBm;-50 dBm;-75 dBm
-51 dBm;-71 dBm;-57 dBm;-52 dBm
-75 dBm;-55 dBm;-51 dBm;-78 dBm
-51 dBm;-52 dBm;-78 dBm;-51 dBm
-51 dBm;-49 dBm;-52 dBm;-51 dBm
-51 dBm;-50 dBm;-54 dBm;-78 dBm
-55 dBm;-50 dBm;-51 dBm;-52 dBm
-51 dBm;-49 dBm;-78 dBm;-51 dBm
-51 dBm;-51 dBm;-51 dBm;-51 dBm
-51 dBm;-52 dBm;-51 dBm;-52 dBm
-51 dBm;-52 dBm;-52 dBm;-51 dBm
-51 dBm;-49 dBm;-51 dBm;-51 dBm
-76 dBm;-50 dBm;-54 dBm;-50 dBm
-51 dBm;-49 dBm;-52 dBm;-50 dBm
-56 dBm;-74 dBm;-78 dBm;-51 dBm
-51 dBm;-52 dBm;-51 dBm;-75 dBm
-76 dBm;-73 dBm;-55 dBm;-52 dBm
-75 dBm;-52 dBm;-52 dBm;-79 dBm
-52 dBm;-47 dBm;-51 dBm;-52 dBm
-55 dBm;-51 dBm;-78 dBm;-51 dBm
-54 dBm;-73 dBm;-51 dBm;-50 dBm
-51 dBm;-52 dBm;-56 dBm;-52 dBm
-76 dBm;-72 dBm;-51 dBm;-51 dBm
-51 dBm;-51 dBm;-51 dBm;-77 dBm
-55 dBm;-74 dBm;-51 dBm;-52 dBm
-56 dBm;-49 dBm;-51 dBm;-51 dBm
-74 dBm;-74 dBm;-52 dBm;-51 dBm
-75 dBm;-73 dBm;-78 dBm;-52 dBm
-75 dBm;-48 dBm;-51 dBm;-51 dBm
-51 dBm;-50 dBm;-57 dBm;-52 dBm
-52 dBm;-48 dBm;-51 dBm;-73 dBm
-56 dBm;-49 dBm;-78 dBm;-52 dBm
-51 dBm;-50 dBm;-51 dBm;-51 dBm
-74 dBm;-46 dBm;-52 dBm;-50 dBm
-51 dBm;-51 dBm;-50 dBm;-51 dBm
-56 dBm;-49 dBm;-52 dBm;-78 dBm
-51 dBm;-51 dBm;-50 dBm;-52 dBm
-75 dBm;-51 dBm;-55 dBm;-50 dBm
-50 dBm;-52 dBm;-51 dBm;-80 dBm
-55 dBm;-53 dBm;-78 dBm;-79 dBm
-51 dBm;-75 dBm;-51 dBm;-51 dBm
-51 dBm;-52 dBm;-54 dBm;-51 dBm
-51 dBm;-74 dBm;-58 dBm;-51 dBm
-50 dBm;-51 dBm;-53 dBm;-79 dBm
-51 dBm;-74 dBm;-54 dBm;-50 dBm
-75 dBm;-75 dBm;-55 dBm;-50 dBm
-50 dBm;-50 dBm;-57 dBm;-74 dBm
-56 dBm;-51 dBm;-51 dBm;-51 dBm
-51 dBm;-53 dBm;-78 dBm;-78 dBm
-51 dBm;-49 dBm;-51 dBm;-51 dBm
-51 dBm;-51 dBm;-58 dBm;-51 dBm
-76 dBm;-50 dBm;-51 dBm;-51 dBm
-52 dBm;-52 dBm;-52 dBm;-79 dBm
-56 dBm;-51 dBm;-52 dBm;-50 dBm
-52 dBm;-49 dBm;-52 dBm;-52 dBm
-75 dBm;-49 dBm;-51 dBm;-78 dBm
-51 dBm;-55 dBm;-78 dBm;-51 dBm
-55 dBm;-48 dBm;-52 dBm;-78 dBm
-51 dBm;-51 dBm;-57 dBm;-76 dBm
-75 dBm;-52 dBm;-51 dBm;-51 dBm
-51 dBm;-52 dBm;-78 dBm;-52 dBm
-57 dBm;-49 dBm;-52 dBm;-50 dBm
-55 dBm;-48 dBm;-53 dBm;-51 dBm
-56 dBm;-51 dBm;-55 dBm;-52 dBm
-52 dBm;-52 dBm;-51 dBm;-78 dBm
-51 dBm;-49 dBm;-50 dBm;-50 dBm
-51 dBm;-50 dBm;-58 dBm;-76 dBm
-51 dBm;-49 dBm;-57 dBm;-50 dBm
-51 dBm;-74 dBm;-52 dBm;-78 dBm
-51 dBm;-51 dBm;-78 dBm;-52 dBm
-52 dBm;-73 dBm;-51 dBm;-51 dBm
-74 dBm;-52 dBm;-58 dBm;-62 dBm
-51 dBm;-51 dBm;-51 dBm;-51 dBm
-54 dBm;-51 dBm;-79 dBm;-76 dBm
-57 dBm;-52 dBm;-51 dBm;-78 dBm
-50 dBm;-51 dBm;-57 dBm;-49 dBm
-71 dBm;-55 dBm;-52 dBm;-49 dBm
-56 dBm;-75 dBm;-78 dBm;-50 dBm
-49 dBm;-51 dBm;-50 dBm;-50 dBm
-50 dBm;-73 dBm;-55 dBm;-50 dBm
-50 dBm;-48 dBm;-53 dBm;-49 dBm
-49 dBm;-48 dBm;-53 dBm;-49 dBm
-50 dBm;-52 dBm;-53 dBm;-50 dBm
-50 dBm;-47 dBm;-53 dBm;-50 dBm
-47 dBm;-51 dBm;-51 dBm;-49 dBm
-53 dBm;-50 dBm;-57 dBm;-50 dBm
-53 dBm;-50 dBm;-56 dBm;-51 dBm
-55 dBm;-48 dBm;-51 dBm;-78 dBm
-58 dBm;-50 dBm;-57 dBm;-51 dBm
-55 dBm;-49 dBm;-52 dBm;-73 dBm
-53 dBm;-53 dBm;-80 dBm;-50 dBm
-76 dBm;-49 dBm;-51 dBm;-78 dBm
-75 dBm;-50 dBm;-51 dBm;-51 dBm
-51 dBm;-49 dBm;-51 dBm;-51 dBm
-58 dBm;-48 dBm;-57 dBm;-78 dBm
-51 dBm;-50 dBm;-57 dBm;-51 dBm
-74 dBm;-52 dBm;-51 dBm;-76 dBm
-51 dBm;-49 dBm;-79 dBm;-51 dBm
-52 dBm;-50 dBm;-51 dBm;-52 dBm
-51 dBm;-49 dBm;-57 dBm;-78 dBm
-52 dBm;-49 dBm;-51 dBm;-52 dBm
-51 dBm;-48 dBm;-79 dBm;-51 dBm
-51 dBm;-73 dBm;-51 dBm;-51 dBm
-52 dBm;-52 dBm;-52 dBm;-78 dBm
-55 dBm;-47 dBm;-56 dBm;-52 dBm
-55 dBm;-49 dBm;-55 dBm;-74 dBm
-54 dBm;-49 dBm;-51 dBm;-51 dBm
-53 dBm;-50 dBm;-55 dBm;-78 dBm
-58 dBm;-50 dBm;-51 dBm;-79 dBm
-49 dBm;-53 dBm;-55 dBm;-51 dBm
-50 dBm;-52 dBm;-78 dBm;-51 dBm
-49 dBm;-49 dBm;-52 dBm;-51 dBm
-46 dBm;-49 dBm;-54 dBm;-78 dBm
-74 dBm;-49 dBm;-56 dBm;-51 dBm
-52 dBm;-52 dBm;-53 dBm;-77 dBm
-58 dBm;-73 dBm;-51 dBm;-52 dBm
-52 dBm;-51 dBm;-51 dBm;-79 dBm
-76 dBm;-74 dBm;-52 dBm;-51 dBm
-51 dBm;-51 dBm;-53 dBm;-51 dBm
-58 dBm;-49 dBm;-54 dBm;-52 dBm
-51 dBm;-51 dBm;-53 dBm;-50 dBm
-57 dBm;-48 dBm;-57 dBm;-52 dBm
-75 dBm;-51 dBm;-48 dBm;-75 dBm
-51 dBm;-50 dBm;-75 dBm;-54 dBm
-58 dBm;-51 dBm;-51 dBm;-52 dBm
-52 dBm;-50 dBm;-51 dBm;-52 dBm
-79 dBm;-50 dBm;-51 dBm;-51 dBm
-51 dBm;-49 dBm;-51 dBm;-78 dBm
-57 dBm;-50 dBm;-57 dBm;-54 dBm
-51 dBm;-52 dBm;-52 dBm;-48 dBm
-52 dBm;-53 dBm;-52 dBm;-50 dBm
-75 dBm;-51 dBm;-48 dBm;-50 dBm
-52 dBm;-49 dBm;-48 dBm;-48 dBm
-57 dBm;-75 dBm;-48 dBm;-50 dBm
-50 dBm;-52 dBm;-51 dBm;-74 dBm
-75 dBm;-49 dBm;-48 dBm;-52 dBm
-52 dBm;-50 dBm;-78 dBm;-76 dBm
-53 dBm;-48 dBm;-52 dBm;-77 dBm
-56 dBm;-53 dBm;-50 dBm;-77 dBm
-54 dBm;-53 dBm;-50 dBm;-74 dBm
-55 dBm;-51 dBm;-52 dBm;-51 dBm
-57 dBm;-47 dBm;-50 dBm;-51 dBm
-51 dBm;-53 dBm;-49 dBm;-51 dBm
-72 dBm;-74 dBm;-57 dBm;-52 dBm
-50 dBm;-54 dBm;-51 dBm;-50 dBm
-57 dBm;-72 dBm;-58 dBm;-54 dBm
-51 dBm;-49 dBm;-51 dBm;-78 dBm
-71 dBm;-50 dBm;-50 dBm;-78 dBm
-72 dBm;-52 dBm;-51 dBm;-78 dBm
-51 dBm;-50 dBm;-50 dBm;-78 dBm
-57 dBm;-50 dBm;-49 dBm;-48 dBm
-50 dBm;-51 dBm;-78 dBm;-78 dBm
-71 dBm;-52 dBm;-52 dBm;-51 dBm
-51 dBm;-50 dBm;-52 dBm;-51 dBm
-57 dBm;-74 dBm;-52 dBm;-77 dBm
-51 dBm;-74 dBm;-56 dBm;-52 dBm
-52 dBm;-51 dBm;-54 dBm;-78 dBm
-51 dBm;-73 dBm;-57 dBm;-52 dBm
-52 dBm;-52 dBm;-51 dBm;-52 dBm
-52 dBm;-52 dBm;-50 dBm;-78 dBm
-72 dBm;-47 dBm;-51 dBm;-78 dBm
-50 dBm;-51 dBm;-48 dBm;-52 dBm
-52 dBm;-48 dBm;-46 dBm;-71 dBm
-53 dBm;-50 dBm;-57 dBm;-51 dBm
-54 dBm;-50 dBm;-52 dBm;-52 dBm
-52 dBm;-49 dBm;-78 dBm;-77 dBm
-53 dBm;-50 dBm;-52 dBm;-51 dBm
-53 dBm;-75 dBm;-56 dBm;-74 dBm
-53 dBm;-52 dBm;-52 dBm;-54 dBm
-53 dBm;-72 dBm;-57 dBm;-79 dBm
-52 dBm;-51 dBm;-51 dBm;-51 dBm
-56 dBm;-51 dBm;-51 dBm;-76 dBm
-53 dBm;-73 dBm;-51 dBm;-51 dBm
-52 dBm;-74 dBm;-49 dBm;-78 dBm
-54 dBm;-74 dBm;-50 dBm;-52 dBm
-53 dBm;-51 dBm;-79 dBm;-75 dBm
-55 dBm;-72 dBm;-52 dBm;-52 dBm
-56 dBm;-52 dBm;-57 dBm;-77 dBm
-55 dBm;-76 dBm;-49 dBm;-51 dBm
-53 dBm;-51 dBm;-78 dBm;-51 dBm
-54 dBm;-72 dBm;-51 dBm;-78 dBm
-52 dBm;-51 dBm;-51 dBm;-52 dBm
-53 dBm;-75 dBm;-57 dBm;-51 dBm
-53 dBm;-51 dBm;-55 dBm;-79 dBm
-53 dBm;-72 dBm;-79 dBm;-51 dBm
-52 dBm;-51 dBm;-51 dBm;-74 dBm
-54 dBm;-75 dBm;-57 dBm;-73 dBm
-56 dBm;-52 dBm;-51 dBm;-72 dBm
-55 dBm;-72 dBm;-51 dBm;-73 dBm
-54 dBm;-50 dBm;-57 dBm;-74 dBm
-54 dBm;-48 dBm;-51 dBm;-52 dBm
-55 dBm;-72 dBm;-78 dBm;-51 dBm
-54 dBm;-74 dBm;-51 dBm;-72 dBm
-55 dBm;-51 dBm;-58 dBm;-51 dBm
-54 dBm;-72 dBm;-51 dBm;-73 dBm
-56 dBm;-50 dBm;-51 dBm;-50 dBm
-53 dBm;-73 dBm;-58 dBm;-50 dBm
-54 dBm;-51 dBm;-51 dBm;-48 dBm
-53 dBm;-52 dBm;-78 dBm;-48 dBm
-54 dBm;-72 dBm;-51 dBm;-49 dBm
-55 dBm;-51 dBm;-56 dBm;-73 dBm
-53 dBm;-77 dBm;-51 dBm;-49 dBm
-54 dBm;-48 dBm;-79 dBm;-52 dBm
-54 dBm;-52 dBm;-51 dBm;-51 dBm
-55 dBm;-74 dBm;-57 dBm;-49 dBm
-54 dBm;-51 dBm;-51 dBm;-50 dBm
-54 dBm;-75 dBm;-80 dBm;-73 dBm
-53 dBm;-52 dBm;-79 dBm;-72 dBm
-57 dBm;-72 dBm;-51 dBm;-50 dBm
-56 dBm;-51 dBm;-55 dBm;-49 dBm
-54 dBm;-76 dBm;-50 dBm;-52 dBm
-57 dBm;-51 dBm;-78 dBm;-51 dBm
-55 dBm;-74 dBm;-52 dBm;-72 dBm
-54 dBm;-52 dBm;-56 dBm;-51 dBm
-53 dBm;-76 dBm;-52 dBm;-78 dBm
-55 dBm;-51 dBm;-51 dBm;-77 dBm
-56 dBm;-72 dBm;-51 dBm;-77 dBm
-55 dBm;-51 dBm;-52 dBm;-77 dBm
-55 dBm;-77 dBm;-51 dBm;-78 dBm
-57 dBm;-47 dBm;-51 dBm;-72 dBm
-52 dBm;-49 dBm;-52 dBm;-51 dBm
-51 dBm;-50 dBm;-55 dBm;-74 dBm
-58 dBm;-52 dBm;-52 dBm;-50 dBm
-52 dBm;-51 dBm;-51 dBm;-51 dBm
-51 dBm;-74 dBm;-51 dBm;-51 dBm
-56 dBm;-50 dBm;-55 dBm;-49 dBm
-56 dBm;-72 dBm;-51 dBm;-50 dBm
-53 dBm;-51 dBm;-51 dBm;-49 dBm
-54 dBm;-74 dBm;-54 dBm;-72 dBm
-54 dBm;-50 dBm;-51 dBm;-51 dBm
-57 dBm;-53 dBm;-52 dBm;-51 dBm
-51 dBm;-53 dBm;-51 dBm;-50 dBm
-54 dBm;-52 dBm;-55 dBm;-52 dBm
-53 dBm;-73 dBm;-51 dBm;-52 dBm
-55 dBm;-72 dBm;-51 dBm;-78 dBm
-55 dBm;-48 dBm;-51 dBm;-78 dBm
-54 dBm;-73 dBm;-78 dBm;-78 dBm
-52 dBm;-51 dBm;-51 dBm;-78 dBm
-55 dBm;-74 dBm;-51 dBm;-77 dBm
-54 dBm;-51 dBm;-51 dBm;-77 dBm
-58 dBm;-72 dBm;-54 dBm;-77 dBm
-55 dBm;-51 dBm;-51 dBm;-78 dBm
-53 dBm;-74 dBm;-79 dBm;-78 dBm
-52 dBm;-52 dBm;-50 dBm;-77 dBm
-55 dBm;-73 dBm;-55 dBm;-77 dBm
-52 dBm;-51 dBm;-51 dBm;-51 dBm
-55 dBm;-75 dBm;-51 dBm;-52 dBm
-57 dBm;-52 dBm;-51 dBm;-74 dBm
-52 dBm;-74 dBm;-50 dBm;-49 dBm
-57 dBm;-52 dBm;-51 dBm;-50 dBm
-57 dBm;-76 dBm;-78 dBm;-72 dBm
-52 dBm;-73 dBm;-51 dBm;-56 dBm
-74 dBm;-51 dBm;-56 dBm;-72 dBm
-74 dBm;-74 dBm;-51 dBm;-56 dBm
-53 dBm;-50 dBm;-78 dBm;-77 dBm
-51 dBm;-49 dBm;-50 dBm;-77 dBm
-52 dBm;-47 dBm;-56 dBm;-78 dBm
-50 dBm;-49 dBm;-49 dBm;-77 dBm
-52 dBm;-51 dBm;-54 dBm;-72 dBm
-51 dBm;-48 dBm;-51 dBm;-55 dBm
-53 dBm;-51 dBm;-52 dBm;-47 dBm
-49 dBm;-52 dBm;-56 dBm;-54 dBm
-50 dBm;-51 dBm;-56 dBm;-55 dBm
-52 dBm;-74 dBm;-52 dBm;-50 dBm
-51 dBm;-51 dBm;-78 dBm;-74 dBm
-52 dBm;-77 dBm;-51 dBm;-50 dBm
-50 dBm;-49 dBm;-51 dBm;-50 dBm
-53 dBm;-49 dBm;-78 dBm;-50 dBm
-52 dBm;-50 dBm;-50 dBm;-51 dBm
-52 dBm;-49 dBm;-55 dBm;-49 dBm
-54 dBm;-51 dBm;-51 dBm;-73 dBm
-49 dBm;-51 dBm;-78 dBm;-50 dBm
-77 dBm;-72 dBm;-52 dBm;-50 dBm
-51 dBm;-52 dBm;-57 dBm;-51 dBm
-55 dBm;-77 dBm;-52 dBm;-53 dBm
-51 dBm;-51 dBm;-79 dBm;-50 dBm
-74 dBm;-72 dBm;-51 dBm;-72 dBm
-52 dBm;-51 dBm;-56 dBm;-50 dBm
-55 dBm;-51 dBm;-51 dBm;-51 dBm
-51 dBm;-72 dBm;-51 dBm;-50 dBm
-51 dBm;-52 dBm;-78 dBm;-51 dBm
-74 dBm;-73 dBm;-52 dBm;-51 dBm
-50 dBm;-51 dBm;-56 dBm;-73 dBm
-55 dBm;-74 dBm;-56 dBm;-51 dBm
-51 dBm;-52 dBm;-51 dBm;-50 dBm
-51 dBm;-51 dBm;-78 dBm;-50 dBm
-51 dBm;-75 dBm;-51 dBm;-50 dBm
-50 dBm;-51 dBm;-55 dBm;-50 dBm
-52 dBm;-74 dBm;-51 dBm;-73 dBm
-74 dBm;-51 dBm;-77 dBm;-50 dBm
-52 dBm;-52 dBm;-51 dBm;-50 dBm
-57 dBm;-52 dBm;-55 dBm;-49 dBm
-50 dBm;-52 dBm;-51 dBm;-50 dBm
-47 dBm;-52 dBm;-78 dBm;-52 dBm
-53 dBm;-76 dBm;-50 dBm;-72 dBm
-57 dBm;-52 dBm;-57 dBm;-50 dBm
-52 dBm;-74 dBm;-51 dBm;-50 dBm
-51 dBm;-52 dBm;-78 dBm;-50 dBm
-51 dBm;-76 dBm;-51 dBm;-48 dBm
-51 dBm;-51 dBm;-52 dBm;-49 dBm
-56 dBm;-73 dBm;-51 dBm;-72 dBm
-73 dBm;-52 dBm;-57 dBm;-49 dBm
-50 dBm;-76 dBm;-51 dBm;-50 dBm
-73 dBm;-51 dBm;-52 dBm;-50 dBm
-52 dBm;-72 dBm;-78 dBm;-52 dBm
-57 dBm;-51 dBm;-52 dBm;-51 dBm
-51 dBm;-75 dBm;-53 dBm;-71 dBm
-52 dBm;-52 dBm;-50 dBm;-74 dBm
-51 dBm;-73 dBm;-49 dBm;-50 dBm
-50 dBm;-51 dBm;-49 dBm;-72 dBm
-48 dBm;-74 dBm;-50 dBm;-48 dBm
-74 dBm;-73 dBm;-55 dBm;-53 dBm
-51 dBm;-51 dBm;-51 dBm;-49 dBm
-55 dBm;-73 dBm;-56 dBm;-50 dBm
-52 dBm;-52 dBm;-51 dBm;-50 dBm
-51 dBm;-75 dBm;-79 dBm;-73 dBm
-52 dBm;-51 dBm;-52 dBm;-51 dBm
-50 dBm;-72 dBm;-52 dBm;-51 dBm
-49 dBm;-52 dBm;-58 dBm;-49 dBm
-48 dBm;-74 dBm;-57 dBm;-53 dBm
-73 dBm;-52 dBm;-78 dBm;-49 dBm
-51 dBm;-72 dBm;-78 dBm;-74 dBm
-54 dBm;-52 dBm;-77 dBm;-50 dBm
-54 dBm;-75 dBm;-51 dBm;-74 dBm
-53 dBm;-52 dBm;-51 dBm;-47 dBm
-57 dBm;-73 dBm;-52 dBm;-49 dBm
-57 dBm;-52 dBm;-51 dBm;-74 dBm
-56 dBm;-74 dBm;-52 dBm;-50 dBm
-53 dBm;-52 dBm;-52 dBm;-76 dBm
-53 dBm;-74 dBm;-57 dBm;-77 dBm
-53 dBm;-52 dBm;-51 dBm;-77 dBm
-55 dBm;-74 dBm;-52 dBm;-51 dBm
-53 dBm;-51 dBm;-51 dBm;-74 dBm
-54 dBm;-72 dBm;-52 dBm;-56 dBm
-53 dBm;-51 dBm;-51 dBm;-76 dBm
-55 dBm;-74 dBm;-78 dBm;-52 dBm
-52 dBm;-51 dBm;-78 dBm;-72 dBm
-55 dBm;-74 dBm;-77 dBm;-51 dBm
-55 dBm;-52 dBm;-75 dBm;-51 dBm
-57 dBm;-73 dBm;-51 dBm;-52 dBm
-55 dBm;-52 dBm;-52 dBm;-51 dBm
-56 dBm;-72 dBm;-52 dBm;-49 dBm
-55 dBm;-52 dBm;-51 dBm;-76 dBm
-55 dBm;-74 dBm;-51 dBm;-51 dBm
-53 dBm;-51 dBm;-58 dBm;-73 dBm
-53 dBm;-73 dBm;-48 dBm;-46 dBm
-54 dBm;-52 dBm;-78 dBm;-76 dBm
-52 dBm;-74 dBm;-51 dBm;-50 dBm
-53 dBm;-51 dBm;-57 dBm;-51 dBm
-53 dBm;-74 dBm;-52 dBm;-74 dBm
-54 dBm;-52 dBm;-78 dBm;-56 dBm
-53 dBm;-74 dBm;-52 dBm;-76 dBm
-54 dBm;-52 dBm;-56 dBm;-50 dBm
-55 dBm;-72 dBm;-53 dBm;-48 dBm
-55 dBm;-52 dBm;-78 dBm;-74 dBm
-55 dBm;-75 dBm;-51 dBm;-56 dBm
-52 dBm;-51 dBm;-56 dBm;-77 dBm
-52 dBm;-72 dBm;-51 dBm;-52 dBm
-54 dBm;-51 dBm;-78 dBm;-74 dBm
-46 dBm;-75 dBm;-51 dBm;-55 dBm
-51 dBm;-52 dBm;-52 dBm;-77 dBm
-49 dBm;-72 dBm;-51 dBm;-51 dBm
-50 dBm;-51 dBm;-51 dBm;-50 dBm
-51 dBm;-74 dBm;-57 dBm;-50 dBm
-52 dBm;-52 dBm;-54 dBm;-72 dBm
-51 dBm;-72 dBm;-55 dBm;-48 dBm
-48 dBm;-50 dBm;-59 dBm;-76 dBm
-50 dBm;-50 dBm;-50 dBm;-51 dBm
-51 dBm;-47 dBm;-79 dBm;-72 dBm
-53 dBm;-73 dBm;-52 dBm;-51 dBm
-51 dBm;-51 dBm;-57 dBm;-78 dBm
-50 dBm;-74 dBm;-52 dBm;-51 dBm
-51 dBm;-51 dBm;-79 dBm;-51 dBm
-50 dBm;-73 dBm;-51 dBm;-72 dBm
-49 dBm;-75 dBm;-57 dBm;-48 dBm
-51 dBm;-51 dBm;-51 dBm;-49 dBm
-51 dBm;-48 dBm;-78 dBm;-48 dBm
-50 dBm;-47 dBm;-50 dBm;-48 dBm
-49 dBm;-74 dBm;-57 dBm;-50 dBm
-50 dBm;-51 dBm;-51 dBm;-50 dBm
-51 dBm;-74 dBm;-77 dBm;-49 dBm
